"COUNTRY","Country","VARIABLE","Variable","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-08","Aug-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,19,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-09","Sep-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,14,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-10","Oct-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-11","Nov-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-12","Dec-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,23,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-01","Jan-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,14,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-02","Feb-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,12,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-03","Mar-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-04","Apr-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-05","May-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-06","Jun-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-07","Jul-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-08","Aug-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,12,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-09","Sep-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,12,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-10","Oct-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,11,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-11","Nov-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2007-12","Dec-2007","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-01","Jan-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-02","Feb-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-03","Mar-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,12,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-04","Apr-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,10,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-05","May-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-06","Jun-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-07","Jul-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-08","Aug-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-09","Sep-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-10","Oct-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-11","Nov-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2008-12","Dec-2008","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-01","Jan-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,5,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-02","Feb-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,6,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-03","Mar-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-04","Apr-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-05","May-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-06","Jun-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,6,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-07","Jul-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,6,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-08","Aug-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,6,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-09","Sep-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-10","Oct-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-11","Nov-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2009-12","Dec-2009","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-01","Jan-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-02","Feb-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-03","Mar-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-04","Apr-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-05","May-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-06","Jun-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-07","Jul-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-08","Aug-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-09","Sep-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,8,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-10","Oct-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,9,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2010-11","Nov-2010","TONNEKM","Tonnes-kilometres","6","Millions",,,7,,
